,Word,Pronunciations
16817,cancellations,/ˌkænsəˈɫeɪʃənz/
16818,cancelled,/ˈkænsəɫd/
16819,cancelling,"/ˈkænsəɫɪŋ/, /ˈkænsɫɪŋ/"
16820,cancels,/ˈkænsəɫz/
16821,cancer,/ˈkænsɝ/
16822,cancer's,/ˈkænsɝz/
16823,cancerous,/ˈkænsɝəs/
16824,cancerphobia,/ˌkænsɝˈfoʊbiə/
16825,cancers,/ˈkænsɝz/
16826,canchola,/kɑnˈkoʊɫə/
16827,cancienne,/kɑnˈtʃiɛn/
16828,cancilla,/kɑnˈtʃɪɫə/
16829,cancino,/kɑnˈtʃinoʊ/
16830,cancio,/ˈkænsioʊ/
16831,cancom,/ˈkæŋkəm/
16832,cancro,/ˈkɑnkɹoʊ/
16833,cancun,"/ˈkæŋkən/, /ˌkɑŋˈkun/"
16834,candace,/ˈkændəs/
16835,candee,/ˈkænˈdi/
16836,candela,/ˌkænˈdɛɫə/
16837,candelabra,/ˌkændəˈɫɑbɹə/
16838,candelaria,/kɑndɛˈɫɑɹiə/
16839,candelario,/kɑndɛˈɫɑɹioʊ/
16840,candella,/kɑnˈdɛɫə/
16841,candellin,/ˈkændəɫɪn/
16842,candia,/ˈkændiə/
16843,candice,/ˈkændɪs/
16844,candice's,/ˈkændɪsɪz/
16845,candid,"/ˈkændəd/, /ˈkændɪd/"
16846,candida,/ˈkændɪdə/
16847,candidacies,/ˈkændədəsiz/
16848,candidacy,/ˈkændɪdəsi/
16849,candidate,"/ˈkændədeɪt/, /ˈkænədɪt/"
16850,candidate's,/ˈkændədeɪts/
16851,candidates,"/ˈkændədeɪts/, /ˈkænədɪts/"
16852,candidates',/ˈkændədeɪts/
16853,candidly,/ˈkændɪdɫi/
16854,candido,/kænˈdidoʊ/
16855,candie,/ˈkændi/
16856,candied,/ˈkændid/
16857,candies,/ˈkændiz/
16858,candilin,/ˈkændɪɫɪn/
16859,candiotti,/ˌkændiˈɑti/
16860,candiotti's,/ˌkændiˈɑtiz/
16861,candle,/ˈkændəɫ/
16862,candlelight,/ˈkændəɫˌɫaɪt/
16863,candlemaker,/ˈkændəɫˌmeɪkɝ/
16864,candler,"/ˈkændəɫɝ/, /ˈkændɫɝ/"
16865,candles,/ˈkændəɫz/
16866,candlestick,/ˈkændəɫˌstɪk/
16867,candlesticks,/ˈkændəɫˌstɪks/
16868,candlish,/ˈkændɫɪʃ/
16869,candor,/ˈkændɝ/
16870,candy,/ˈkændi/
16871,candy's,/ˈkændiz/
16872,candyman,/ˈkændimæn/
16873,cane,/ˈkeɪn/
16874,cane-grass,/ˈkeɪnˌɡɹæs/
16875,caned,/ˈkeɪnd/
16876,canedo,/kɑˈneɪdoʊ/
16877,canedy,/kəˈnidi/
16878,canelo,/kəˈnɛɫoʊ/
16879,canepa,/kɑˈnɛpə/
16880,canes,/ˈkeɪnz/
16881,canevari,/kɑnɛˈvɑɹi/
16882,canez,/kɑˈnɛz/
16883,canfield,/ˈkænˌfiɫd/
16884,canfor,/ˈkænfɝ/
16885,canfor's,/ˈkænfɝz/
16886,cangelosi,/kɑŋɡɛˈɫoʊsi/
16887,cangemi,/kɑŋˈɡɛmi/
16888,cangialosi,/kɑndʒəˈɫoʊsi/
16889,cangiano,/kɑŋɡiˈɑnoʊ/
16890,canham,/ˈkænhəm/
16891,canida,/kɑˈnidə/
16892,caniglia,/kəˈnɪɡɫiə/
16893,canilles,/kəˈnɪɫiz/
16894,canin,/ˈkeɪnɪn/
16895,canine,/ˈkeɪˌnaɪn/
16896,canines,/ˈkeɪˌnaɪnz/
16897,caning,/ˈkeɪnɪŋ/
16898,canings,/ˈkeɪnɪŋz/
16899,canino,/kɑˈninoʊ/
16900,canion,/ˈkænjən/
16901,canipe,/kɑˈnipi/
16902,canister,"/ˈkænəstɝ/, /ˈkænɪstɝ/"
16903,canisters,"/ˈkænəstɝz/, /ˈkænɪstɝz/"
16904,canker,/ˈkæŋkɝ/
16905,cankers,/ˈkæŋkɝz/
16906,cann,/ˈkæn/
16907,cannabis,/ˈkænəbəs/
16908,cannaday,/ˈkænəˌdeɪ/
16909,cannady,/ˈkænədi/
16910,cannan,/ˈkænən/
16911,cannata,/kɑˈnɑtə/
16912,cannavino,/ˌkænəˈvinoʊ/
16913,cannavo,/kɑˈnɑvoʊ/
16914,canned,/ˈkænd/
16915,cannedy,/ˈkænɪdi/
16916,cannell,/ˈkænəɫ/
16917,cannella,/kɑˈnɛɫə/
16918,cannelton,/ˈkænəɫtən/
16919,canner,/ˈkænɝ/
16920,canneries,/ˈkænɝiz/
16921,cannery,/ˈkænɝi/
16922,cannes,"/ˈkæn/, /ˈkænz/"
16923,canney,/ˈkæni/
16924,cannibal,/ˈkænəbəɫ/
16925,cannibalism,/ˈkænəbəˌɫɪzəm/
16926,cannibalization,/ˌkænəbəɫɪˈzeɪʃən/
16927,cannibalize,/ˈkænəbəˌɫaɪz/
16928,cannibalizing,/ˈkænəbəˌɫaɪzɪŋ/
16929,cannibals,/ˈkænəbəɫz/
16930,canniff,/ˈkænɪf/
16931,canning,/ˈkænɪŋ/
16932,cannister,/ˈkænɪstɝ/
16933,cannisters,/ˈkænɪstɝz/
16934,cannistraro,/ˌkænɪˈstɹɑɹoʊ/
16935,cannizzaro,/kɑnitˈsɑɹoʊ/
16936,cannizzo,/kɑˈnizoʊ/
16937,cannock,/ˈkænək/
16938,cannon,/ˈkænən/
16939,cannon's,/ˈkænənz/
16940,cannonball,/ˈkænənˌbɔɫ/
16941,cannondale,/ˈkænənˌdeɪɫ/
16942,cannone,/kɑˈnoʊni/
16943,cannons,/ˈkænənz/
16944,cannonsburg,/ˈkænənzbɝɡ/
16945,cannot,"/ˈkænɑt/, /kəˈnɑt/"
16946,canny,/ˈkæni/
16947,cano,/ˈkɑnoʊ/
16948,canoe,/kəˈnu/
16949,canoed,/kəˈnud/
16950,canoeing,/kəˈnuɪŋ/
16951,canoeist,/kəˈnuəst/
16952,canoes,/kəˈnuz/
16953,canoga,/kəˈnoʊɡə/
16954,canola,/kəˈnoʊɫə/
16955,canon,/ˈkænən/
16956,canon's,/ˈkænənz/
16957,canonic,/kəˈnɑnək/
16958,canonical,/kəˈnɑnəkəɫ/
16959,canonico,/kɑnoʊˈnikoʊ/
16960,canonie,/ˈkænəni/
16961,canonization,/ˌkænənəˈzeɪʃən/
16962,canonize,/ˈkænəˌnaɪz/
16963,canonized,/ˈkænəˌnaɪzd/
16964,canons,/ˈkænənz/
16965,canopy,/ˈkænəpi/
16966,canosa,/kəˈnoʊsə/
16967,canova,/kɑˈnoʊvə/
16968,canoy,/ˈkænɔɪ/
16969,canrad,/ˈkænɹæd/
16970,canron,/ˈkænɹən/
16971,cans,/ˈkænz/
16972,canseco,/ˌkænˈsɛkoʊ/
16973,cansler,"/ˈkænsəɫɝ/, /ˈkænsɫɝ/"
16974,canso,/ˈkænsoʊ/
16975,canson,/ˈkænsən/
16976,canstar,/ˈkænˌstɑɹ/
16977,cant,/ˈkænt/
16978,cantaloupe,/ˈkæntəˌɫoʊp/
16979,cantaloupes,/ˈkæntəˌɫoʊps/
16980,cantalupo,/ˌkæntəˈɫupoʊ/
16981,cantankerous,/kænˈtæŋkɝəs/
16982,cantara,/kɑnˈtɑɹə/
16983,cantata,/ˌkænˈtɑtə/
16984,canteen,/kænˈtin/
16985,canteens,/kænˈtinz/
16986,cantel,/ˈkænˌtɛɫ/
16987,canter,/ˈkæntɝ/
16988,canterbury,/ˈkæntɝˌbɛɹi/
16989,canterbury's,"/ˈkænɝˌbɛɹiz/, /ˈkæntɝˌbɛɹiz/"
16990,cantero,/kɑnˈtɛɹoʊ/
16991,canterra,/ˌkɑnˈtɛɹə/
16992,cantey,/ˈkænti/
16993,cantin,/kɑnˈtin/
16994,cantina,/ˌkænˈtinə/
16995,cantle,/ˈkæntəɫ/
16996,cantley,/ˈkæntɫi/
16997,cantlin,/ˈkæntɫɪn/
16998,cantlon,/ˈkæntɫən/
16999,canto,/ˈkæntoʊ/
17000,canton,/ˈkæntən/
17001,cantonal,/ˈkæntənəɫ/
17002,cantone,/kɑnˈtoʊni/
17003,cantonese,/ˌkæntəˈniz/
17004,cantons,/ˈkæntənz/
17005,cantor,/ˈkæntɝ/
17006,cantor's,/ˈkæntɝz/
17007,cantore,/ˈkænˌtɔɹ/
17008,cantors,/ˈkæntɝz/
17009,cantrall,/ˈkæntɹəɫ/
17010,cantrell,/kænˈtɹɛɫ/
17011,cantrelle,/kənˈtɹɛɫ/
17012,cantu,/ˈkæntu/
17013,cantv,/ˈkænˈtiˈvi/
17014,cantwell,/ˈkæntˌwɛɫ/
17015,canty,/ˈkænti/
17016,canuck,"/ˈkeɪnək/, /kəˈnək/"
17017,canucks,"/ˈkeɪnəks/, /kəˈnəks/"
17018,canup,/ˈkæˌnəp/
17019,canupp,/ˈkænəp/
17020,canvas,/ˈkænvəs/
17021,canvases,/ˈkænvəsɪz/
17022,canvass,/ˈkænvəs/
17023,canvassed,/ˈkænvəst/
17024,canvassers,/ˈkænvəsɝz/
17025,canvasses,/ˈkænvəsɪz/
17026,canvassing,/ˈkænvəsɪŋ/
17027,canwest,/ˈkænˌwɛst/
17028,canyon,/ˈkænjən/
17029,canyon's,/ˈkænjənz/
17030,canyons,/ˈkænjənz/
17031,canzano,/kɑnˈzɑnoʊ/
17032,canzoneri,/kɑnzoʊˈnɛɹi/
17033,cao,/ˈkaʊ/
17034,caouette,/ˌkæˈwɛt/
17035,cap,/ˈkæp/
17036,cap's,/ˈkæps/
17037,capabilities,/ˌkeɪpəˈbɪɫətiz/
17038,capability,/ˌkeɪpəˈbɪɫəti/
17039,capable,/ˈkeɪpəbəɫ/
17040,capacious,/kəˈpeɪʃəs/
17041,capacitance,/kəˈpæsətəns/
17042,capacities,"/kəˈpæsətiz/, /kəˈpæsɪtiz/"
17043,capacitor,/kəˈpæsətɝ/
17044,capacitors,"/kəˈpæsətɝz/, /kəˈpæsɪtɝz/"
17045,capacity,"/kəˈpæsəti/, /kəˈpæsɪti/"
17046,capalbo,/kəˈpæɫboʊ/
17047,capaldi,/kɑˈpɑɫdi/
17048,capaldo,/kɑˈpɑɫdoʊ/
17049,capano,/kɑˈpɑnoʊ/
17050,capasso,/kɑˈpɑsoʊ/
17051,capcha,/ˈkɑptʃə/
17052,capcom,/ˈkæpkəm/
17053,cape,/ˈkeɪp/
17054,cape-town,/ˈkeɪpˌtaʊn/
17055,capece,/kəˈpis/
17056,capeci,"/kəˈpɛtʃi/, /kəˈpitʃi/"
17057,caped,/ˈkeɪpt/
17058,capehart,/ˈkeɪpˌhɑɹt/
17059,capek,/ˈkæpɪk/
17060,capel,/ˈkeɪpəɫ/
17061,capel's,/ˈkæpəɫz/
17062,capell,/kɑˈpeɪɫ/
17063,capella,/kəˈpɛɫə/
17064,capelle,/kəˈpɛɫ/
17065,capelli,/kəˈpɛɫi/
17066,capello,/kəˈpɛɫoʊ/
17067,capen,/ˈkeɪpən/
17068,caper,/ˈkeɪpɝ/
17069,capernaum,/kəˈpɝniəm/
17070,capers,/ˈkeɪpɝz/
17071,caperton,/ˈkeɪpɝtən/
17072,capes,/ˈkeɪps/
17073,capetillo,/kɑpɛˈtɪɫoʊ/
17074,capetown,/ˈkeɪpˌtaʊn/
17075,capillaries,/ˈkæpəˌɫɛɹiz/
17076,capillary,/ˈkæpəˌɫɛɹi/
17077,capistrano,/ˌkæpɪˈstɹɑnoʊ/
17078,capita,/ˈkæpɪtə/
17079,capital,"/ˈkæpətəɫ/, /ˈkæpɪtəɫ/"
17080,capital's,/ˈkæpɪtəɫz/
17081,capitalism,/ˈkæpɪtəˌɫɪzəm/
17082,capitalism's,/ˈkæpətəˌɫɪzəmz/
17083,capitalist,/ˈkæpətəɫɪst/
17084,capitalistic,/ˌkæpɪtəˈɫɪstɪk/
17085,capitalists,/ˈkæpətəɫɪsts/
17086,capitalization,/ˌkæpɪtəɫɪˈzeɪʃən/
17087,capitalizations,/ˌkæpɪtəɫɪˈzeɪʃənz/
17088,capitalize,/ˈkæpətəˌɫaɪz/
17089,capitalized,/ˈkæpɪtəˌɫaɪzd/
17090,capitalizes,/ˈkæpətəˌɫaɪzɪz/
17091,capitalizing,/ˈkæpɪtəˌɫaɪzɪŋ/
17092,capitals,"/ˈkæpətəɫz/, /ˈkæpɪtəɫz/"
17093,capitan,/ˈkæpɪtən/
17094,capitano,/kɑpiˈtɑnoʊ/
17095,capito,/kɑˈpitoʊ/
17096,capitol,/ˈkæpɪtəɫ/
17097,capitol's,/ˈkæpɪtəɫz/
17098,capitoline,/ˈkæpɪˌtoʊˌɫaɪn/
17099,capitols,/ˈkæpɪtəɫz/
17100,capitulate,"/kəˈpɪtʃuɫeɪt/, /kəˈpɪtʃuɫɪt/"
17101,capitulated,/kəˈpɪtʃəˌɫeɪtɪd/
17102,capitulation,/kəˌpɪtʃəˈɫeɪʃən/
17103,capizzi,/kɑˈpitsi/
17104,caplan,/ˈkæpɫən/
17105,caple,/ˈkeɪpəɫ/
17106,caples,/ˈkeɪpəɫz/
17107,capley,/ˈkæpɫi/
17108,caplin,/ˈkæpɫɪn/
17109,caplinger,"/ˈkæpɫɪndʒɝ/, /ˈkeɪpəɫɪŋɝ/, /ˈkeɪpɫɪŋɝ/"
17110,capo,/ˈkɑpoʊ/
17111,capobianco,/kɑpoʊbiˈɑnkoʊ/
17112,capon,/ˈkeɪˌpɑn/
17113,capone,/kəˈpoʊn/
17114,caponi,/kɑˈpoʊni/
17115,caponigro,/kɑpoʊˈniɡɹoʊ/
17116,caporale,/kɑpɔˈɹɑɫi/
17117,caporaso,/kɑpɔˈɹɑsoʊ/
17118,capote,/kəˈpoʊt/
17119,capote's,/kəˈpoʊts/
17120,capoten,/kəˈpoʊtən/
17121,capozzi,/kəˈpɑzi/
17122,capozzoli,/kɑpoʊtˈsoʊɫi/
17123,capp,/ˈkæp/
17124,cappa,/ˈkæpə/
17125,cappadona,/kɑpɑˈdoʊnə/
17126,capparelli,/kɑpɑˈɹɛɫi/
17127,capped,/ˈkæpt/
17128,cappel,/ˈkæpəɫ/
17129,cappella,/kɑˈpɛɫə/
17130,cappelletti,/kɑpɛˈɫɛti/
17131,cappelli,/kɑˈpɛɫi/
17132,cappello,/kɑˈpɛɫoʊ/
17133,capper,/ˈkæpɝ/
17134,cappetta,/kɑˈpɛtə/
17135,cappiello,/kɑpiˈɛɫoʊ/
17136,capping,/ˈkæpɪŋ/
17137,cappo,/ˈkæpoʊ/
17138,capps,/ˈkæps/
17139,cappuccino,/ˌkæˌpuˈtʃinoʊ/
17140,cappuccio,/kɑˈputʃioʊ/
17141,cappy,/ˈkæpi/
17142,cappy's,/ˈkæpiz/
17143,capra,/ˈkæpɹə/
17144,capraro,/kɑˈpɹɑɹoʊ/
17145,caprese,/ˌkɑˈpɹeɪseɪ/
17146,capri,"/ˈkæpɹi/, /kəˈpɹi/"
17147,capri's,"/ˈkæpɹiz/, /kəˈpɹiz/"
17148,capriati,/ˌkæpɹiˈɑti/
17149,capriati's,/ˌkæpɹiˈɑtiz/
17150,caprica,/ˈkæpɹɪkə/
17151,caprice,/kəˈpɹis/
17152,caprices,/kəˈpɹisəz/
17153,capricious,/kəˈpɹɪʃəs/
17154,capriciously,/kəˈpɹɪʃɪsɫi/
17155,capricorn,/ˈkæpɹəkɔɹn/
17156,caprio,/ˈkæpɹioʊ/
17157,capriotti,/kɑpɹiˈoʊti/
17158,capron,/ˈkæpɹən/
17159,caps,/ˈkæps/
17160,capsaicin,/ˌkæpˈseɪsən/
17161,capshaw,/ˈkæpˌʃɔ/
17162,capsize,/ˈkæpˌsaɪz/
17163,capsized,/ˈkæpˌsaɪzd/
17164,capstan,/ˈkæpstən/
17165,capstick,/ˈkæpˌstɪk/
17166,capstone,/ˈkæpˌstoʊn/
17167,capsule,/ˈkæpsəɫ/
17168,capsules,/ˈkæpsəɫz/
17169,captain,/ˈkæptən/
17170,captain's,/ˈkæptənz/
17171,captaining,/ˈkæptənɪŋ/
17172,captains,/ˈkæptənz/
17173,caption,/ˈkæpʃən/
17174,captioned,/ˈkæpʃənd/
17175,captioning,/ˈkæpʃənɪŋ/
17176,captions,/ˈkæpʃənz/
17177,captivate,/ˈkæptɪˌveɪt/
17178,captivated,/ˈkæptɪˌveɪtɪd/
17179,captivates,/ˈkæptɪˌveɪts/
17180,captivating,/ˈkæptɪˌveɪtɪŋ/
17181,captive,/ˈkæptɪv/
17182,captives,/ˈkæptɪvz/
17183,captivity,/kæpˈtɪvəti/
17184,captor,/ˈkæptɝ/
17185,captors,/ˈkæptɝz/
17186,capture,/ˈkæptʃɝ/
17187,captured,/ˈkæptʃɝd/
17188,captures,/ˈkæptʃɝz/
17189,capturing,/ˈkæptʃɝɪŋ/
17190,capua,/ˈkæpjuə/
17191,capuano,/kɑpuˈɑnoʊ/
17192,capulet,/ˈkæpuˌɫɛt/
17193,caput,/kəˈpʊt/
17194,caputi,/kɑˈputi/
17195,caputo,/kɑˈputoʊ/
17196,capwell,/ˈkæpˌwɛɫ/
17197,caq,/ˈkæk/
17198,caq's,/ˈkæks/
17199,car,/ˈkɑɹ/
17200,car's,/ˈkɑɹz/
17201,cara,/ˈkɛɹə/
17202,cara's,/ˈkɛɹəz/
17203,cara'veras,/ˌkɑɹəˈvɛɹəz/
17204,carabajal,/kɝˈæbədʒəɫ/
17205,caraballo,/ˌkæɹəˈbæɫoʊ/
17206,carabello,/ˌkæɹəˈbɛɫoʊ/
17207,caracara,/ˌkɑɹəˈkɑɹə/
17208,caracas,/kɝˈɑkəs/
17209,caracci,/kɑˈɹɑtʃi/
17210,caracciolo,/kɑɹɑkˈtʃoʊɫoʊ/
17211,caradine,/kɑɹɑˈdini/
17212,caradonna,/kɑɹɑˈdoʊnə/
17213,carafate,/ˈkɛɹəˌfeɪt/
17214,carafe,/kəˈɹæf/
17215,caraher,/ˈkæɹəhɝ/
17216,caraker,/ˈkæɹəkɝ/
17217,caramandi,/ˌkæɹəˈmɑndi/
17218,caramel,/ˈkɛɹəməɫ/
17219,caramelize,/ˈkɛɹəməˌɫaɪz/
17220,caramelized,/ˈkɛɹəməˌɫaɪzd/
17221,carangelo,/kɑɹɑŋˈɡɛɫoʊ/
17222,carano,/kɑˈɹɑnoʊ/
17223,caras,/ˈkɑɹəz/
17224,carat,/ˈkɛɹət/
17225,carats,/ˈkɛɹəts/
17226,carava,/ˈkæɹəvə/
17227,caravan,"/ˈkæɹəˌvæn/, /ˈkɛɹəˌvæn/"
17228,caravans,"/ˈkæɹəˌvænz/, /ˈkɛɹəˌvænz/"
17229,caravel,/ˈkɛɹəˌvɛɫ/
17230,caravella,/ˌkæɹəˈvɛɫə/
17231,caravelle,/ˈkɛɹəˌvɛɫ/
17232,caravello,/ˌkæɹəˈvɛɫoʊ/
17233,caraveo,/kɑˈɹɑvioʊ/
17234,carawan,/ˈkæɹəwæn/
17235,caraway,"/ˈkæɹəˌweɪ/, /ˈkɛɹəˌweɪ/"
17236,carb,/ˈkɑɹb/
17237,carbajal,/kɑɹbɑˈjæɫ/
17238,carballo,/kɑɹˈbɑɫoʊ/
17239,carbary,/ˈkɑɹbɛɹi/
17240,carbaugh,/ˈkɑɹˌbɔ/
17241,carberry,/ˈkɑɹˌbɛɹi/
17242,carberry's,/ˈkɑɹˌbɛɹiz/
17243,carbide,/ˈkɑɹˌbaɪd/
17244,carbide's,/ˈkɑɹˌbaɪdz/
17245,carbin,/ˈkɑɹbɪn/
17246,carbine,/ˈkɑɹˌbaɪn/
17247,carbo,/ˈkɑɹboʊ/
17248,carbohydrate,"/ˌkɑɹboʊˈhaɪˌdɹeɪt/, /ˌkɑɹboʊˈhaɪdɹət/"
17249,carbohydrates,/ˌkɑɹboʊˈhaɪdɹeɪts/
17250,carbon,/ˈkɑɹbən/
17251,carbonara,/kɑɹboʊˈnɑɹə/
17252,carbonaro,/kɑɹboʊˈnɑɹoʊ/
17253,carbonate,/ˈkɑɹbəˌneɪt/
17254,carbonated,/ˈkɑɹbəˌneɪtɪd/
17255,carbonates,/ˈkɑɹbəˌneɪts/
17256,carbondale,/ˈkɑɹbənˌdeɪɫ/
17257,carbone,/ˈkɑɹˌboʊn/
17258,carbonell,/ˌkɑɹbəˈnɛɫ/
17259,carbonetto,/ˌkɑɹboʊˈnɛtoʊ/
17260,carboni,/kɑɹˈboʊni/
17261,carbonic,/kɑɹˈbɔnɪk/
17262,carboniferous,/ˌkɑɹbəˈnɪfɝəs/
17263,carbonize,/ˈkɑɹbəˌnaɪz/
17264,carbonized,/ˈkɑɹbəˌnaɪzd/
17265,carbonneau,/ˈkɑɹbəˌnoʊ/
17266,carbons,/ˈkɑɹbənz/
17267,carborundum,/ˌkɑɹbɝˈəndəm/
17268,carboxylic,/kɑɹbɔkˈsɪɫɪk/
17269,carboy,/ˈkɑɹˌbɔɪ/
17270,carbs,/ˈkɑɹbz/
17271,carburete,/ˈkɑɹbjɝˌɛt/
17272,carbureted,/ˈkɑɹbjɝˌɛtɪd/
17273,carburetion,/ˌkɑɹbjɝˈiʃən/
17274,carburetor,/ˈkɑɹbɝˌeɪtɝ/
17275,carburetors,/ˈkɑɹbɝˌeɪtɝz/
17276,carby,/ˈkɑɹˌbi/
17277,carcass,/ˈkɑɹkəs/
17278,carcasses,/ˈkɑɹkəsɪz/
17279,carcinogen,/kɑɹˈsɪnədʒən/
17280,carcinogenic,/ˌkɑɹsənoʊˈdʒɛnɪk/
17281,carcinogens,/kɑɹˈsɪnədʒənz/
17282,carcinoma,/ˌkɑɹsəˈnoʊmə/
17283,carcione,/kɑɹˈtʃoʊni/
17284,card,/ˈkɑɹd/
17285,card's,/ˈkɑɹdz/
17286,carda,/ˈkɑɹdə/
17287,cardarelli,/kɑɹdɑˈɹɛɫi/
17288,cardassian,/kəɹˈdɑsiən/
17289,cardassians,/kəɹˈdɑsiənz/
17290,cardboard,/ˈkɑɹdˌbɔɹd/
17291,cardboards,/ˈkɑɹdˌbɔɹdz/
17292,carded,/ˈkɑɹdɪd/
17293,cardell,/kɑɹˈdeɪɫ/
17294,cardella,/ˌkɑɹˈdɛɫə/
17295,cardello,/ˌkɑɹˈdɛɫoʊ/
17296,carden,/ˈkɑɹdən/
17297,cardenas,/kɑɹˈdinəs/
17298,cardenas's,/kɑɹˈdinəsɪz/
17299,carder,/ˈkɑɹdɝ/
17300,cardholder,/ˈkɑɹdˌhoʊɫdɝ/
17301,cardholders,/ˈkɑɹdˌhoʊɫdɝz/
17302,cardia,/ˈkɑɹdiə/
17303,cardiac,/ˈkɑɹdiˌæk/
17304,cardiel,/ˈkɑɹˌdiɫ/
17305,cardiff,/ˈkɑɹdɪf/
17306,cardigan,/ˈkɑɹdɪɡən/
17307,cardigans,/ˈkɑɹdɪɡənz/
17308,cardiges,/ˈkɑɹdɪdʒɪz/
17309,cardillo,/ˌkɑɹˈdɪɫoʊ/
17310,cardin,/ˈkɑɹdɪn/
17311,cardinal,"/ˈkɑɹdənəɫ/, /ˈkɑɹdɪnəɫ/"
17312,cardinal's,/ˈkɑɹdənəɫz/
17313,cardinale,/kɑɹdiˈnɑɫi/
17314,cardinali,/kɑɹdiˈnɑˌɫi/
17315,cardinals,/ˈkɑɹdənəɫz/
17316,cardinals',/ˈkɑɹdɪnəɫz/
17317,cardio,/ˈkɑɹdioʊ/
17318,cardiologist,/ˌkɑɹdiˈɑɫədʒɪst/
17319,cardiologists,/ˌkɑɹdiˈɑɫədʒɪsts/
17320,cardiology,/ˌkɑɹdiˈɑɫədʒi/
17321,cardiopulmonary,/ˌkɑɹdioʊˈpʊɫməˌnɛɹi/
17322,cardiovascular,/ˌkɑɹdioʊˈvæskjəɫɝ/
17323,cardis,/ˈkɑɹdɪs/
17324,cardiss,/ˈkɑɹdɪs/
17325,cardizem,/ˌkɑɹdɪˈzɛm/
17326,cardoen,/ˈkɑɹˌdoʊən/
17327,cardon,/kɑɹˈdɔn/
17328,cardona,/kɑɹˈdoʊnə/
17329,cardone,/kɑɹˈdoʊni/
17330,cardoni,/kɑɹˈdoʊni/
17331,cardoon,/kɑɹˈdun/
17332,cardosa,/kɑɹˈdoʊsə/
17333,cardosi,/kɑɹˈdoʊsi/
17334,cardoso,/kɑɹˈdoʊsoʊ/
17335,cardoso's,/kɑɹˈdoʊsoʊz/
17336,cardoza,/kɑɹˈdoʊzə/
17337,cardozo,/kɑɹˈdoʊzoʊ/
17338,cards,/ˈkɑɹdz/
17339,cards',/ˈkɑɹdz/
17340,carducci,/kɑɹˈdutʃi/
17341,cardwell,/ˈkɑɹdˌwɛɫ/
17342,cardy,/ˈkɑɹdi/
17343,care,/ˈkɛɹ/
17344,care's,/ˈkɛɹz/
17345,cared,/ˈkɛɹd/
17346,careen,/kɝˈin/
17347,careened,/kɝˈind/
17348,careening,/kɝˈinɪŋ/
17349,careens,/kɝˈinz/
17350,career,/kɝˈɪɹ/
17351,careercom,/kɝˈɪɹkɑm/
17352,careering,/kɝˈɪɹɪŋ/
17353,careerism,/kɝˈiɹɪzəm/
17354,careerist,/kɝˈɪɹɪst/
17355,careerists,/kɝˈɪɹɪsts/
17356,careers,/kɝˈɪɹz/
17357,carefree,/ˈkɛɹˌfɹi/
17358,careful,/ˈkɛɹfəɫ/
17359,carefully,/ˈkɛɹfəɫi/
17360,carefulness,/ˈkɛɹfəɫˌnɛs/
17361,caregiver,/ˈkɛɹˌɡɪvɝ/
17362,caregivers,/ˈkɛɹˌɡɪvɝz/
17363,caregiving,/ˈkɛɹˌɡɪvɪŋ/
17364,carel,/kɑˈɹɛɫ/
17365,careless,/ˈkɛɹɫəs/
17366,carelessly,/ˈkɛɹɫəsɫi/
17367,carelessness,/ˈkɛɹɫəsnəs/
17368,carella,/kɑˈɹɛɫɑ/
17369,carelli,/kɑˈɹɛɫi/
17370,carello,/ˌkɛˈɹɛɫoʊ/
17371,carelock,"/ˈkæɹɪɫɑk/, /ˈkæɹɫɑk/"
17372,caremark,/ˈkɛɹˌmɑɹk/
17373,caremark's,/ˈkɛɹˌmɑɹks/
17374,carena,/ˌkɛˈɹinɑ/
17375,careplus,/ˈkɛɹˈpɫəs/
17376,carer,/ˈkɛɹɝ/
17377,cares,/ˈkɛɹz/
17378,caress,/kɝˈɛs/
17379,caresse,/ˈkɑɹɛs/
17380,caressed,/kɝˈɛst/
17381,caresses,/kɝˈɛsɪz/
17382,caressing,/kɝˈɛsɪŋ/
17383,caretaker,/ˈkɛɹˌteɪkɝ/
17384,caretakers,/ˈkɛɹˌteɪkɝz/
17385,careunit,/ˈkɛɹˌjunɪt/
17386,careunits,/ˈkɛɹˌjunɪts/
17387,carew,/ˈkæɹu/
17388,carey,/ˈkɛɹi/
17389,carey's,/ˈkɛɹiz/
17390,carfagno,/kɑɹˈfɑɡnoʊ/
17391,carfora,/kɑɹˈfɔɹɑ/
17392,cargal,/kɑɹˈɡæɫ/
17393,cargile,/ˈkɑɹdʒəɫ/
17394,cargill,/ˈkɑɹˌɡɪɫ/
17395,cargo,/ˈkɑɹˌɡoʊ/
17396,cargo's,/ˈkɑɹˌɡoʊz/
17397,cargoes,/ˈkɑɹˌɡoʊz/
17398,cargonoff,/ˈkɑɹɡəˌnɔf/
17399,cargos,/ˈkɑɹˌɡoʊz/
17400,carhart,/ˈkɑɹˌhɑɹt/
17401,caribbean,"/ˌkɛɹɪˈbiən/, /kɝˈɪbiən/"
17402,caribe,/ˌkɛˈɹib/
17403,caribou,/ˈkɛɹɪˌbu/
17404,caricature,/ˈkɛɹəkətʃɝ/
17405,caricatured,/kɝˈɪkətʃɝd/
17406,caricatures,/kɝˈɪkətʃɝz/
17407,caricaturist,/ˈkɛɹəkətʃɝəst/
17408,carico,/kɑˈɹikoʊ/
